DATE,CSUSHPISA,Year,Month,GDP,UNRATE,FEDFUNDS,Cons_Price_Index,Consumer_price_index,House,working_people,old_people,Subsidy,Median_Income,Total_Houses,POP_PERCENT
2017-07-01,202.926,2018,7,56831.0,3.8,1.91,239.6,259.268,6.0,206659777.11561295,15.3976975750778,38.859,73030.0,127586,82.256
2017-08-01,203.71400000000003,2018,8,56837.666666666664,3.8,1.91,239.4,259.884,6.5,206664712.900867,15.3976975750778,38.859,73030.0,127586,82.256
2017-09-01,204.389,2018,9,56844.333333333336,3.7,1.95,240.0,259.941,6.6,206654330.097875,15.3976975750778,38.859,73030.0,127586,82.256
2017-10-01,205.159,2018,10,56851.0,3.8,2.19,238.7,260.268,7.2,206620708.24887905,15.3976975750778,38.859,73030.0,127586,82.256
2017-11-01,205.692,2018,11,56934.0,3.8,2.2,238.8,260.473,6.4,206643656.57961,15.3976975750778,38.859,73030.0,127586,82.256
2017-12-01,206.149,2018,12,57017.0,3.9,2.27,238.3,261.36,7.6,206762878.623716,15.3976975750778,38.859,73030.0,127586,82.256
2018-01-01,206.495,2019,1,57100.0,4.0,2.4,238.5,262.284,7.0,206187752.561887,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-02-01,206.792,2019,2,57206.0,3.8,2.4,238.1,263.057,6.4,206154545.46956903,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-03-01,207.017,2019,3,57312.0,3.8,2.41,238.1,263.886,5.7,206099024.77024505,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-04-01,207.51,2019,4,57418.0,3.6,2.42,237.2,264.452,5.8,206170068.640731,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-05-01,208.157,2019,5,57560.333333333336,3.7,2.39,237.3,265.137,6.7,206451313.15124,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-06-01,208.677,2019,6,57702.666666666664,3.6,2.38,236.3,266.461,5.2,206564990.504277,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-07-01,209.319,2019,7,57845.0,3.7,2.4,235.6,267.101,5.9,206412025.16746095,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-08-01,210.145,2019,8,57902.333333333336,3.7,2.13,234.4,267.263,5.4,206409591.62938,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-09-01,210.97,2019,9,57959.666666666664,3.5,2.04,234.4,267.822,5.4,206341688.662982,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-10-01,211.874,2019,10,58017.0,3.6,1.83,233.8,267.794,5.3,206244263.932141,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-11-01,212.819,2019,11,57771.0,3.6,1.55,232.8,267.925,5.4,206317380.232137,15.7918008297391,40.185,78250.0,128579.0,82.459
2018-12-01,213.906,2019,12,57525.0,3.6,1.55,232.2,268.236,5.6,206389716.222774,15.7918008297391,40.185,78250.0,128579.0,82.459
2019-01-01,214.904,2020,1,57279.0,3.5,1.55,233.4,269.468,5.7,205727844.84185705,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-02-01,215.721,2020,2,55650.333333333336,3.5,1.58,234.6,270.281,5.6,205599624.533511,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-03-01,216.314,2020,3,54021.666666666664,4.4,0.65,236.3,270.273,6.5,205438752.3335,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-04-01,216.80900000000003,2020,4,52393.0,14.7,0.05,234.3,270.184,6.9,206982497.617641,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-05-01,217.015,2020,5,53755.0,13.2,0.05,233.3,270.823,5.4,206796375.768438,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-06-01,217.657,2020,6,55117.0,11.0,0.08,234.8,271.831,3.8,205507595.262771,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-07-01,219.448,2020,7,56479.0,10.2,0.09,237.0,272.445,3.4,205375033.00646895,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-08-01,222.484,2020,8,56650.333333333336,8.4,0.1,240.9,272.866,3.3,205753509.841955,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-09-01,225.937,2020,9,56821.666666666664,7.9,0.09,246.9,273.116,3.4,206129691.633232,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-10-01,229.888,2020,10,56993.0,6.9,0.09,246.4,273.014,3.3,206073201.59363905,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-11-01,233.253,2020,11,57289.333333333336,6.7,0.09,244.3,273.29,4.0,206157005.379489,16.2234001500798,44.147,76660.0,128451.0,82.664
2019-12-01,236.433,2020,12,57585.666666666664,6.7,0.09,248.0,273.684,4.1,206069507.781916,16.2234001500798,44.147,76660.0,128451.0,82.664
2020-01-01,239.413,2021,1,57882.0,6.3,0.09,256.4,274.336,4.0,204934021.292635,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-02-01,242.123,2021,2,58202.0,6.2,0.08,264.6,275.137,4.9,204891687.618555,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-03-01,245.325,2021,3,58522.0,6.1,0.07,276.7,276.028,4.4,205005370.31361505,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-04-01,249.077,2021,4,58842.0,6.1,0.07,291.8,277.258,4.7,205383768.461534,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-05-01,253.474,2021,5,58951.0,5.8,0.06,305.9,278.648,5.6,205608505.140075,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-06-01,258.423,2021,6,59060.0,5.9,0.08,315.7,280.366,5.8,205376295.567377,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-07-01,262.956,2021,7,59169.0,5.4,0.1,313.542,281.604,5.7,205348746.108799,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-08-01,267.005,2021,8,59485.0,5.2,0.09,313.083,282.391,6.5,205344628.370044,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-09-01,270.523,2021,9,59801.0,4.8,0.08,317.136,283.744,6.0,205480663.737847,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-10-01,273.931,2021,10,60117.0,4.5,0.08,322.12,285.31,6.8,205382783.10683095,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-11-01,277.284,2021,11,60023.333333333336,4.2,0.08,328.94,286.308,6.0,205355471.434348,16.6788954868121,45.296,76330.0,129224.0,82.873
2020-12-01,281.266,2021,12,59929.666666666664,3.9,0.08,335.032,287.511,5.6,205308040.74125305,16.6788954868121,45.296,76330.0,129224.0,82.873
